,0,1,2,3,4
0,0.0007832755309191018,0.004919839537780672,-0.0001669064717224117,0.005641218228350789,0.0005494695315086654
1,-0.0009454910786977325,-0.0035228395982276534,0.0049039983548403825,0.0043038652980954715,-0.0031032697535984142
2,0.0007963275251333788,0.004688582806097399,0.004509027058680913,0.0014830729129429788,-0.0015368124429356756
3,-0.004950939234209781,0.0015184644296203796,-3.1093678149991425e-05,0.0026500600027949068,-0.0007285277340704303
4,-0.00015949456627572652,7.284793578703452e-05,0.006134557687529062,-0.0045098789218149,-0.002888759188233716
5,-0.0024466509853430167,0.003156313372670242,-0.0020622861911722403,-0.004208615889779389,-0.003987914400785874
6,0.006572657418710255,-0.0020731513908322815,0.00022036967005720906,0.00010771452645484905,-0.002023763681233314
7,-0.0025863919579955322,-0.004049575809923409,0.002661482399078352,7.236043725452502e-06,0.00525444572194765
8,-0.0047244605592127835,-0.003260730036050355,-0.002251389980361819,0.0013836320860296195,-0.004595619611932191
9,-0.003312916768519974,0.002389863690500652,0.0023036102141897933,-0.0020838593924188166,0.0033186942774665914
